 id spamicity ev_average evaluated_by "Unnamed: 4" "Unnamed: 5" "Unnamed: 6" "Unnamed: 7" "Unnamed: 8" "Unnamed: 9" "Unnamed: 10" "Unnamed: 11" "Unnamed: 12" "Unnamed: 13" "Unnamed: 14" "Unnamed: 15" "Unnamed: 16" "Unnamed: 17" "Unnamed: 18" "Unnamed: 19" "Unnamed: 20" "Unnamed: 21" "Unnamed: 22" "Unnamed: 23" "Unnamed: 24" "Unnamed: 25" "Unnamed: 26" "Unnamed: 27" "Unnamed: 28" "Unnamed: 29" "Unnamed: 30" "Unnamed: 31" "Unnamed: 32" "Unnamed: 33" "Unnamed: 34" "Unnamed: 35" "Unnamed: 36" "Unnamed: 37" "Unnamed: 38" "Unnamed: 39" "Unnamed: 40" "Unnamed: 41"
181 4863 0 0.000000 j12:N,j60:N                                      
182 4926 0 0.000000 j17:N,j54:N                                      
183 4936 1 1.000000 j25:S,j60:S                                      
184 4986 0 0.000000 j22:N,j33:N                                      
185 4988 0 0.000000 j28:U,j49:N                                      
186 5008 0 0.000000 j12:N,j42:N                                      
191 5108 0 0.000000 j6:N,j26:N                                      
192 5152 0 0.000000 j25:N,j60:N                                      
194 5225 0 0.000000 j11:N,j14:N                                      
195 5282 0 0.000000 j32:N,j36:N                                      
198 5343 0 0.000000 j20:N,j34:U                                      
199 5382 0 0.000000 j48:U,j49:N                                      
200 5413 0 0.000000 j52:N,j38:N                                      
202 5484 0 0.000000 j16:N,j36:N                                      
203 5485 0 0.000000 j32:N,j39:N                                      
204 5492 1 0.750000 j28:B,j54:S                                      
205 5527 0 0.000000 j20:N,j54:N                                      
206 5536 0 0.000000 j60:N,j46:N                                      
207 5549 0 0.000000 j46:N,j58:U                                      
209 5595 0 0.000000 j25:N,j60:N                                      
212 5627 0 0.000000 j25:N,j58:N                                      
213 5639 0 0.000000 j22:N,j35:N                                      
214 5649 0 0.000000 j16:N,j54:N                                      
218 5789 0 0.000000 j10:N,j22:N                                      
220 5813 0 0.000000 j28:N,j49:N                                      
222 5860 0 0.000000 j36:N,j49:N                                      
223 5908 0 0.000000 j30:N,j59:N                                      
229 6219 0 0.000000 j40:N,j49:N                                      
230 6228 0 0.000000 j52:N,j57:N                                      
231 6279 0 0.000000 j30:N,j25:N                                      
232 6292 0 0.000000 j17:N,j49:N                                      
234 6398 0 0.000000 j52:N,j38:N                                      
238 6510 0 0.000000 j17:N,j49:N                                      
240 6588 0 0.000000 j24:N,j55:N                                      
241 6618 0 0.000000 j35:N,j39:N                                      
242 6660 0 0.000000 j11:N,j38:N                                      
243 6666 0 0.000000 j10:N,j46:N                                      
245 6788 0 0.000000 j26:N,j35:N                                      
247 6954 0 0.000000 j22:N,j26:N                                      
248 6992 0 0.000000 j25:N,j37:N                                      
249 7015 0 0.000000 j6:N,j42:N                                      
250 7045 0 0.000000 j30:N                                      
252 7053 0 0.000000 j35:N,j28:N                                      
253 7115 0 0.000000 j52:N,j58:N                                      
254 7159 0 0.000000 j26:N,j58:N                                      
255 7165 0 0.000000 j12:N,j60:N                                      
256 7262 0 0.000000 j9:N,j60:N                                      
261 7393 0 0.000000 j28:N,j49:N                                      
263 7554 0 0.000000 j20:N,j28:N                                      
264 7578 0 0.000000 j16:N,j24:N                                      
269 7675 0 0.000000 j22:N,j17:N                                      
271 7830 0 0.000000 j11:N,j40:N                                      
272 7892 0 0.000000 j6:N,j22:U                                      
273 7906 0 0.000000 j9:N,j20:N,j17:N,j50:N                                      
275 7917 0 0.000000 j24:N,j17:N                                      
279 8079 0 0.000000 j11:N                                      
281 8098 0 0.000000 j40:N,j48:N                                      
283 8138 0 0.000000 j19:N,j52:N                                      
284 8141 0 0.000000 j36:N,j44:U                                      
288 8270 1 1.000000 j60:S,j46:S                                      
291 8292 0 0.000000 j9:N,j20:N,j13:N,j22:N,j16:N,j37:N,j52:N                                      
295 8369 0 0.000000 j5:N,j25:N                                      
297 8403 0 0.000000 j40:N,j35:N                                      
298 8407 0 0.000000 j22:N,j38:N                                      
299 8423 0 0.333333 j5:N,j25:N,j60:S                                      
300 8436 0 0.000000 j12:U,j20:N,j40:N,j48:U,j49:U                                      
302 8481 0 0.000000 j40:N,j49:N                                      
304 8542 0 0.000000 j20:N,j28:N                                      
305 8589 1 1.000000 j40:S,j49:S                                      
306 8599 0 0.250000 j60:B,j46:N                                      
307 8646 0 0.000000 j34:N,j44:N                                      
308 8722 0 0.000000 j22:N,j26:N                                      
309 8729 0 0.000000 j40:N,j38:N                                      
310 8734 0 0.000000 j17:N,j49:N                                      
311 8799 0 0.000000 j9:N,j12:N                                      
312 8802 0 0.000000 j40:N,j26:N                                      
314 8849 0 0.000000 j10:N,j46:N                                      
316 8888 0 0.000000 j10:N,j46:N                                      
317 8919 0 0.000000 j35:N,j28:U                                      
318 8925 0 0.000000 j32:N,j38:N                                      
320 9010 0 0.000000 j38:N,j39:N                                      
321 9043 0 0.000000 j8:N,j33:N                                      
322 9056 0 0.000000 j10:N,j46:N                                      
324 9103 0 0.000000 j6:U,j24:N                                      
325 9123 0 0.250000 j8:B,j9:N,j20:N,j33:N,j39:N,j54:S                                      
326 9157 0 0.000000 j5:N,j25:N                                      
329 9205 0 0.000000 j22:N,j37:U                                      
330 9214 0 0.000000 j10:N,j35:N                                      
331 9228 0 0.000000 j12:N,j49:N                                      
333 9235 0 0.000000 j50:U,j54:N                                      
335 9285 0 0.000000 j28:N,j54:N                                      
339 9332 1 1.000000 j54:S                                      
341 9420 0 0.000000 j5:N,j59:N                                      
342 9439 0 0.000000 j34:N,j38:N                                      
345 9473 0 0.000000 j11:N,j34:N                                      
346 9485 0 0.000000 j10:N,j24:N                                      
347 9486 0 0.000000 j15:N,j33:N                                      
349 9511 0 0.000000 j6:N,j38:N                                      
351 9593 0 0.000000 j25:N,j37:N                                      
353 9791 0 0.000000 j11:N,j38:N                                      
355 9809 0 0.000000 j22:N,j55:N                                      
357 9958 0 0.000000 j25:N,j60:N                                      
361 10030 0 0.000000 j5:N,j25:N                                      
362 10056 0 0.333333 j5:N,j25:N,j60:S                                      
363 10098 0 0.000000 j30:N,j59:N                                      
364 10119 0 0.250000 j17:N,j54:B                                      
367 10199 0 0.000000 j10:N,j38:N                                      
368 10248 0 0.000000 j28:N                                      
370 10278 0 0.000000 j35:N,j39:N                                      
371 10286 0 0.333333 j7:N,j9:N,j20:N,j13:N,j36:S,j37:S                                      
373 10310 0 0.000000 j16:N,j36:N                                      
374 10357 0 0.000000 j12:N,j13:N                                      
375 10360 0 0.000000 j28:N,j49:N                                      
376 10392 0 0.000000 j16:N,j58:N                                      
378 10480 0 0.200000 j12:N,j20:B,j40:B,j48:N,j49:N                                      
379 10485 0 0.000000 j16:N,j35:N                                      
380 10493 0 0.000000 j60:N,j46:N                                      
381 10497 0 0.000000 j8:N,j12:N                                      
382 10504 0 0.000000 j6:N,j52:N                                      
385 10619 0 0.000000 j13:N,j31:N                                      
386 10622 0 0.250000 j50:B,j59:N                                      
388 10731 0 0.000000 j36:N,j44:N                                      
390 10790 0 0.000000 j60:N,j46:N                                      
391 10820 1 1.000000 j16:S,j36:S                                      
395 10856 0 0.000000 j60:N,j46:N                                      
396 10878 0 0.000000 j11:N,j14:N                                      
399 10949 0 0.250000 j15:N,j33:B                                      
400 10965 0 0.000000 j6:N,j9:N,j20:N,j13:N,j16:N,j36:N,j39:N                                      
401 10973 0 0.000000 j52:N,j57:N                                      
402 10995 0 0.000000 j22:N,j36:N                                      
403 11024 0 0.000000 j44:N,j49:N                                      
404 11049 0 0.000000 j34:N,j57:N                                      
406 11109 0 0.000000 j9:N,j12:N                                      
407 11111 0 0.000000 j24:N,j50:N                                      
408 11213 0 0.000000 j25:N,j42:N                                      
409 11270 1 1.000000 j20:S,j17:S                                      
411 11281 0 0.000000 j11:N,j16:N                                      
412 11302 0 0.000000 j12:N,j60:N                                      
413 11331 0 0.000000 j6:N,j35:N                                      
419 11455 0 0.000000 j8:N,j12:N                                      
420 11470 0 0.000000 j22:N,j36:N                                      
425 11543 0 0.000000 j6:N,j22:N                                      
426 11628 0 0.000000 j10:N,j22:N                                      
428 11637 0 0.000000 j12:N,j58:N                                      
429 11678 0 0.000000 j6:N,j37:N                                      
431 11714 0 0.000000 j12:N,j59:N                                      
436 11875 0 0.000000 j30:N,j59:N                                      
437 11897 0 0.000000 j6:N,j9:N,j20:N,j16:N                                      
438 11914 0 0.000000 j28:N,j48:U                                      
440 11951 0 0.250000 j10:N,j55:B                                      
441 11954 0 0.000000 j10:N,j46:N                                      
442 11956 0 0.000000 j25:N,j60:N                                      
443 11976 0 0.000000 j10:N,j35:N                                      
444 11987 0 0.000000 j34:N,j38:N                                      
446 12106 0 0.000000 j10:N,j46:N                                      
447 12159 0 0.000000 j40:N,j49:N                                      
449 12233 0 0.000000 j16:N,j24:N                                      
450 12321 0 0.000000 j7:N,j13:N                                      
451 12345 0 0.000000 j7:N,j16:N                                      
453 12372 0 0.000000 j12:N,j36:N                                      
454 12428 0 0.000000 j10:N,j38:N                                      
457 12472 0 0.000000 j60:N,j46:N                                      
458 12495 0 0.000000 j24:N,j17:N                                      
459 12510 0 0.000000 j12:N,j60:N                                      
460 12511 0 0.000000 j40:N,j48:N                                      
462 12532 0 0.000000 j6:N,j38:N                                      
463 12573 0 0.000000 j11:N,j49:N                                      
464 12592 0 0.000000 j8:N,j33:N                                      
467 12656 0 0.000000 j13:N,j28:U                                      
469 12704 1 0.750000 j40:B,j49:S                                      
470 12710 0 0.000000 j4:N,j7:N                                      
471 12783 0 0.000000 j24:N,j26:N                                      
473 12856 0 0.000000 j13:N,j35:N                                      
474 12881 0 0.000000 j26:N,j19:N                                      
475 12894 0 0.166667 j9:N,j13:N,j16:N,j40:S,j52:N,j48:N                                      
477 12972 1 0.750000 j32:B,j36:S                                      
478 12994 0 0.000000 j17:N,j19:N                                      
479 13008 0 0.000000 j32:N,j34:N                                      
480 13082 0 0.000000 j12:N,j60:N                                      
481 13212 0 0.000000 j13:N,j48:N                                      
482 13230 0 0.000000 j50:N,j48:N                                      
484 13273 0 0.000000 j40:N,j35:N                                      
485 13308 0 0.000000 j24:N,j17:N                                      
486 13367 0 0.000000 j6:N,j39:N                                      
487 13370 0 0.000000 j35:N,j39:N                                      
488 13381 0 0.000000 j7:N,j10:N                                      
490 13447 0 0.000000 j5:N,j25:N                                      
495 13573 0 0.000000 j15:N,j25:N                                      
496 13595 0 0.000000 j6:N,j9:N,j26:N,j44:N,j39:N                                      
497 13612 0 0.000000 j52:N,j38:N                                      
498 13617 0 0.000000 j30:N,j46:N                                      
500 13744 0 0.000000 j16:N,j44:N                                      
501 13777 0 0.000000 j25:N,j2:N                                      
502 13802 0 0.000000 j24:U,j50:N                                      
503 13899 0 0.000000 j5:U,j59:N                                      
504 13900 0 0.000000 j40:N,j34:N                                      
506 13961 0 0.000000 j11:N,j35:N                                      
507 14007 0 0.000000 j24:N,j50:N                                      
508 14011 0 0.000000 j28:N,j49:N                                      
509 14093 0 0.166667 j8:S,j9:N,j20:N,j13:N,j16:N,j33:N,j36:B,j54:N,j48:N                                      
510 14095 0 0.000000 j24:N,j32:N                                      
511 14113 0 0.000000 j20:N,j46:N                                      
512 14179 0 0.000000 j10:N                                      
515 14254 0 0.000000 j38:N,j49:N                                      
516 14315 0 0.000000 j10:N,j35:N                                      
517 14349 0 0.000000 j24:N,j50:N                                      
518 14373 0 0.000000 j44:N,j39:N                                      
519 14385 0 0.000000 j31:N,j59:N                                      
520 14406 0 0.000000 j10:N,j46:N                                      
522 14481 0 0.000000 j38:N,j39:N                                      
523 14570 0 0.000000 j19:N,j52:N                                      
525 14618 0 0.000000 j11:N,j49:N                                      
526 14645 0 0.000000 j22:N,j33:N                                      
528 14683 1 1.000000 j6:S,j24:S                                      
529 14710 0 0.000000 j24:N,j58:N                                      
531 14781 0 0.000000 j5:N,j59:N                                      
532 14821 0 0.000000 j37:N                                      
533 14839 0 0.250000 j10:B,j36:N                                      
538 14910 0 0.000000 j52:N,j38:N                                      
539 14914 0 0.000000 j12:N,j60:N                                      
540 14917 0 0.000000 j20:N,j57:N                                      
541 14922 1 1.000000 j16:S,j26:S                                      
542 14929 0 0.000000 j28:N,j48:N                                      
543 14949 0 0.000000 j10:N,j22:N                                      
544 15029 0 0.000000 j34:N,j28:N                                      
546 15113 0 0.000000 j60:N,j46:N                                      
547 15117 1 1.000000 j15:S,j34:S                                      
549 15127 0 0.000000 j12:N,j60:N                                      
551 15151 0 0.000000 j25:N,j2:N                                      
552 15152 0 0.000000 j28:N,j48:N                                      
553 15164 0 0.000000 j16:N,j35:U                                      
554 15197 0 0.000000 j40:N,j37:N                                      
555 15249 0 0.000000 j52:N,j57:N                                      
557 15287 0 0.000000 j17:N,j49:N                                      
558 15289 0 0.000000 j8:N,j33:N                                      
561 15420 0 0.000000 j35:N,j39:N                                      
562 15431 0 0.000000 j60:N,j46:N                                      
563 15471 0 0.000000 j15:N,j25:U                                      
565 15498 0 0.000000 j32:N,j40:N                                      
566 15505 0 0.000000 j60:N,j46:N                                      
568 15569 0 0.000000 j54:U,j48:N                                      
569 15629 0 0.000000 j35:N,j28:U                                      
572 15694 0 0.000000 j26:N,j39:N                                      
575 15715 0 0.000000 j12:N,j60:N                                      
579 15780 0 0.250000 j9:N,j20:N,j28:N,j36:B,j44:S,j52:N,j39:N,j49:B                                      
584 15921 0 0.000000 j60:N,j46:N                                      
585 15922 0 0.000000 j12:N,j60:N                                      
586 15959 0 0.000000 j52:N,j58:N                                      
587 15969 0 0.000000 j15:N,j25:N                                      
588 15971 0 0.062500 j9:N,j20:N,j13:N,j16:N,j17:N,j36:N,j39:N,j49:B                                      
589 15973 0 0.000000 j20:N,j16:N                                      
590 15975 0 0.000000 j10:N,j16:N                                      
591 15996 0 0.000000 j9:N,j60:N                                      
593 16004 1 1.000000 j6:S,j37:S                                      
594 16036 0 0.000000 j17:N                                      
595 16077 0 0.000000 j13:N,j46:N                                      
596 16118 0 0.000000 j17:N,j54:N                                      
597 16141 0 0.000000 j54:N,j49:N                                      
599 16207 0 0.000000 j22:N,j33:N                                      
601 16272 0 0.000000 j16:N,j58:N                                      
603 16326 0 0.000000 j50:N,j54:N                                      
605 16342 0 0.000000 j31:N,j59:N                                      
606 16365 0 0.000000 j60:N,j46:N                                      
608 16389 0 0.000000 j50:N,j59:N                                      
610 16491 0 0.000000 j35:N,j28:N                                      
611 16505 0 0.000000 j12:N,j60:N                                      
612 16514 0 0.000000 j60:N,j46:N                                      
614 16532 0 0.000000 j24:N,j50:N                                      
616 16579 0 0.000000 j6:N,j9:N,j16:N,j36:N,j38:N,j39:N                                      
617 16603 0 0.000000 j8:N,j33:N                                      
619 16660 0 0.000000 j24:N,j58:N                                      
620 16664 0 0.000000 j34:N,j48:N                                      
621 16665 0 0.000000 j20:N,j28:N                                      
622 16677 0 0.000000 j52:N,j55:N                                      
624 16699 0 0.000000 j32:N,j39:N                                      
625 16713 0 0.000000 j16:N,j24:N                                      
627 16758 0 0.000000 j26:N,j55:N                                      
628 16778 0 0.000000 j52:N,j58:N                                      
629 16814 0 0.000000 j48:N,j49:N                                      
631 16826 0 0.000000 j1:N                                      
632 16851 0 0.000000 j25:N,j60:N                                      
634 16921 0 0.000000 j32:N,j39:N                                      
635 16957 0 0.000000 j26:N,j52:N                                      
637 17087 0 0.000000 j52:N,j58:N                                      
639 17113 0 0.000000 j6:N,j38:N                                      
640 17187 0 0.000000 j9:N,j60:N                                      
641 17192 0 0.000000 j25:N,j28:N                                      
643 17224 0 0.000000 j22:N,j58:N                                      
645 17242 0 0.000000 j26:N,j35:N                                      
647 17263 0 0.000000 j25:N,j60:N                                      
649 17341 0 0.000000 j35:N,j39:N                                      
650 17351 0 0.000000 j6:N,j58:N                                      
651 17361 0 0.000000 j25:N,j28:N                                      
652 17373 0 0.000000 j32:N,j44:N                                      
653 17387 0 0.000000 j11:N,j26:N                                      
654 17518 0 0.000000 j11:N,j49:N                                      
656 17574 0 0.000000 j26:N,j55:N                                      
659 17643 0 0.000000 j6:N,j39:N                                      
661 17669 0 0.000000 j24:U,j50:N                                      
664 17785 0 0.000000 j20:N,j46:N                                      
665 17792 0 0.000000 j9:N,j60:N                                      
666 17794 0 0.000000 j32:N,j36:N                                      
667 17804 0 0.000000 j22:N,j16:N                                      
669 17893 0 0.000000 j25:N,j60:N                                      
670 17911 0 0.000000 j60:N,j46:N                                      
671 17917 0 0.000000 j9:U,j25:N                                      
676 17987 0 0.000000 j24:N                                      
677 18024 0 0.000000 j24:N,j50:N                                      
679 18085 0 0.000000 j60:N                                      
680 18113 0 0.000000 j25:N,j58:N                                      
681 18121 0 0.000000 j30:N,j59:N                                      
683 18185 0 0.000000 j24:N,j32:N                                      
684 18236 0 0.000000 j6:N,j37:N                                      
685 18258 0 0.000000 j11:N,j35:N                                      
686 18280 0 0.000000 j36:N,j54:N                                      
688 18331 0 0.000000 j6:N,j28:N                                      
689 18336 0 0.000000 j20:N,j54:N                                      
690 18342 0 0.000000 j16:N,j54:N                                      
691 18412 0 0.000000 j22:N,j35:U                                      
692 18453 0 0.000000 j23:N,j46:N                                      
693 18484 0 0.000000 j11:N,j38:N                                      
694 18508 0 0.000000 j30:N,j58:N                                      
695 18513 0 0.000000 j6:N,j26:N                                      
696 18516 0 0.000000 j25:N,j60:N                                      
697 18537 0 0.000000 j22:N,j28:N                                      
698 18543 0 0.000000 j11:N,j16:N                                      
699 18577 0 0.000000 j17:N,j54:N                                      
702 18682 0 0.000000 j22:N,j17:N                                      
703 18688 0 0.000000 j10:N,j38:N                                      
705 18695 0 0.000000 j11:N,j12:N                                      
706 18718 0 0.000000 j22:N,j33:N                                      
709 18862 0 0.000000 j20:N,j46:N                                      
710 18896 0 0.000000 j9:N,j13:N,j32:N,j36:N,j39:N                                      
714 18977 0 0.000000 j9:N,j20:N,j32:N,j36:N                                      
715 18979 1 1.000000 j38:S,j49:S                                      
716 18980 0 0.000000 j6:N,j52:N                                      
717 18990 0 0.000000 j48:N,j49:N                                      
718 19011 0 0.000000 j10:N,j34:N                                      
719 19045 0 0.000000 j11:N,j49:N                                      
720 19073 0 0.000000 j32:N,j36:N                                      
722 19154 0 0.000000 j48:N,j49:N                                      
726 19263 0 0.000000 j22:U,j36:N                                      
727 19268 0 0.000000 j17:N,j44:N                                      
728 19269 0 0.000000 j46:N,j58:U                                      
729 19326 0 0.000000 j16:N,j35:N                                      
730 19346 0 0.000000 j20:N,j36:N                                      
731 19352 0 0.000000 j40:N,j38:N                                      
732 19429 1 1.000000 j6:S,j36:S                                      
733 19434 0 0.000000 j10:N,j55:N                                      
734 19471 0 0.000000 j40:N,j35:N                                      
735 19494 0 0.000000 j12:N,j24:N                                      
736 19501 0 0.000000 j28:N,j48:U                                      
737 19528 0 0.000000 j23:N,j17:N                                      
738 19577 0 0.000000 j54:N                                      
740 19614 0 0.000000 j6:N,j22:N                                      
741 19670 0 0.000000 j24:N,j32:N                                      
742 19716 0 0.000000 j17:N,j49:N                                      
743 19768 0 0.000000 j58:N,j59:N                                      
744 19777 0 0.000000 j23:N,j24:N                                      
745 19794 0 0.000000 j12:N,j42:N                                      
746 19812 0 0.000000 j38:N,j49:N                                      
748 19845 0 0.000000 j8:N,j12:N                                      
749 19853 0 0.000000 j24:N,j32:N                                      
751 19991 0 0.000000 j10:N,j46:N                                      
754 20012 0 0.000000 j17:N,j54:N                                      
756 20090 0 0.000000 j28:N,j48:N                                      
757 20106 0 0.000000 j6:N,j36:N                                      
758 20134 0 0.000000 j8:N,j12:N                                      
759 20189 0 0.000000 j34:N,j52:N                                      
760 20238 0 0.000000 j16:N,j36:N                                      
762 20402 0 0.000000 j28:N,j48:U                                      
763 20406 0 0.000000 j30:N,j58:N                                      
764 20449 0 0.000000 j9:N,j60:N                                      
765 20452 0 0.000000 j6:N,j32:N                                      
767 20494 0 0.000000 j5:N,j25:N                                      
768 20507 0 0.000000 j32:U,j39:N                                      
770 20543 0 0.000000 j12:N,j13:N                                      
771 20548 0 0.000000 j9:N,j60:N                                      
772 20589 0 0.000000 j10:N,j35:N                                      
773 20647 0 0.000000 j32:N,j36:N                                      
774 20657 0 0.000000 j10:N,j52:N                                      
776 20707 0 0.000000 j26:N,j52:N                                      
777 20833 0 0.000000 j7:N,j13:N                                      
778 20860 0 0.000000 j10:N,j46:N                                      
780 20876 0 0.000000 j24:N,j17:N                                      
783 20922 0 0.000000 j60:N,j46:N                                      
784 20937 0 0.000000 j25:N                                      
785 20940 0 0.000000 j36:N,j44:N                                      
786 20954 0 0.000000 j20:N,j26:N                                      
790 21083 0 0.000000 j11:U,j34:N                                      
791 21086 0 0.000000 j46:N,j58:N                                      
794 21162 0 0.000000 j52:N,j57:N                                      
795 21207 0 0.000000 j40:N,j35:N                                      
796 21226 0 0.000000 j13:N,j58:N                                      
798 21347 0 0.000000 j20:N,j48:N                                      
801 21415 0 0.000000 j38:N,j59:N                                      
804 21483 0 0.000000 j26:N,j35:N                                      
807 21546 0 0.000000 j38:N,j49:N                                      
808 21550 0 0.000000 j44:N,j49:N                                      
809 21554 0 0.000000 j10:N,j24:N                                      
812 21625 0 0.000000 j16:N,j49:N                                      
815 21671 0 0.000000 j34:U,j37:N                                      
820 21724 1 0.750000 j8:S,j37:B                                      
823 21798 0 0.000000 j60:N,j46:N                                      
824 21800 0 0.000000 j17:N,j49:N                                      
825 21849 0 0.000000 j17:N,j54:N                                      
826 21850 0 0.000000 j36:N,j44:N                                      
827 21894 0 0.000000 j6:N,j39:N                                      
829 22043 0 0.000000 j37:U,j54:N                                      
830 22044 0 0.000000 j38:N                                      
831 22055 0 0.000000 j49:N,j59:N                                      
832 22089 0 0.000000 j17:N,j54:N                                      
834 22119 0 0.000000 j4:N,j44:N                                      
836 22144 1 1.000000 j28:S,j49:S                                      
837 22149 1 1.000000 j17:S,j49:S                                      
838 22265 0 0.000000 j17:N,j54:U,j49:N                                      
839 22316 0 0.000000 j12:N,j13:N                                      
842 22479 0 0.000000 j30:N,j59:N                                      
843 22505 0 0.000000 j46:N,j58:N                                      
844 22613 0 0.000000 j11:N,j16:N                                      
846 22649 0 0.000000 j4:N,j37:N                                      
